institution_id,institution_name,uoa_id,uoa_name,submission_fte,output_count,aggregate_ref_score
10005790,Sheffield Hallam University,4,"Psychology, Psychiatry and Neuroscience",17.6,35,2.64
10005790,Sheffield Hallam University,5,Biological Sciences,33.5,65,2.52
10005790,Sheffield Hallam University,11,Computer Science and Informatics,25.6,30,2.57
10005790,Sheffield Hallam University,12,Engineering,48.6,40,2.89
10005790,Sheffield Hallam University,13,"Architecture, Built Environment and Planning",38.7,35,3.12
10005790,Sheffield Hallam University,17,Business and Management Studies,24.9,15,2.55
10005790,Sheffield Hallam University,20,Social Work and Social Policy,20.6,20,2.75
10005790,Sheffield Hallam University,23,Education,41.6,25,3.02
10005790,Sheffield Hallam University,24,"Sport and Exercise Sciences, Leisure and Tourism",64.15,40,3.19
10005790,Sheffield Hallam University,27,English Language and Literature,31.51,90,3.19
10005790,Sheffield Hallam University,28,History,15.41,100,2.7
10005790,Sheffield Hallam University,32,"Art and Design: History, Practice and Theory",31.25,30,3.35
10005790,Sheffield Hallam University,34,"Communication, Cultural and Media Studies, Library and Information Management",33.2,50,3.11
10006022,"Solent University, Southampton",20,Social Work and Social Policy,18,60,2.04
10006022,"Solent University, Southampton",24,"Sport and Exercise Sciences, Leisure and Tourism",18.41,30,2.49
10006022,"Solent University, Southampton",34,"Communication, Cultural and Media Studies, Library and Information Management",17.41,25,1.94
10007793,University of South Wales / Prifysgol De Cymru,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",23.2,20,2.77
10007793,University of South Wales / Prifysgol De Cymru,7,Earth Systems and Environmental Sciences,13.6,60,2.44
10007793,University of South Wales / Prifysgol De Cymru,10,Mathematical Sciences,9.3,65,2.46
10007793,University of South Wales / Prifysgol De Cymru,11,Computer Science and Informatics,13.7,35,2.54
10007793,University of South Wales / Prifysgol De Cymru,12,Engineering,29.3,30,2.79
10007793,University of South Wales / Prifysgol De Cymru,17,Business and Management Studies,20.6,30,2.27
10007793,University of South Wales / Prifysgol De Cymru,20,Social Work and Social Policy,20.3,30,2.9
10007793,University of South Wales / Prifysgol De Cymru,24,"Sport and Exercise Sciences, Leisure and Tourism",9.4,30,3.25
10007793,University of South Wales / Prifysgol De Cymru,27,English Language and Literature,7.6,90,2.91
10007793,University of South Wales / Prifysgol De Cymru,28,History,7,100,2.83
10007793,University of South Wales / Prifysgol De Cymru,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",25.4,20,3.12
10007793,University of South Wales / Prifysgol De Cymru,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",15.6,95,1.55
10007158,University of Southampton,1,Clinical Medicine,179.97,100,3.23
10007158,University of Southampton,2,"Public Health, Health Services and Primary Care",13.56,100,3.55
10007158,University of Southampton,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",58.11,100,3.57
10007158,University of Southampton,4,"Psychology, Psychiatry and Neuroscience",45.93,100,3.37
10007158,University of Southampton,5,Biological Sciences,45.5,100,3.32
10007158,University of Southampton,7,Earth Systems and Environmental Sciences,60,100,3.6
10007158,University of Southampton,8,Chemistry,44.35,100,3.47
10007158,University of Southampton,9,Physics,41.68,100,3.31
10007158,University of Southampton,10,Mathematical Sciences,64.3,100,3.48
10007158,University of Southampton,11,Computer Science and Informatics,47.26,100,3.59
10007158,University of Southampton,12,Engineering,261.38,100,3.58
10007158,University of Southampton,14,Geography and Environmental Studies,40.42,100,3.52
10007158,University of Southampton,15,Archaeology,19.28,100,3.57
10007158,University of Southampton,16,Economics and Econometrics,27.55,100,3.19
10007158,University of Southampton,17,Business and Management Studies,93.83,100,3.24
10007158,University of Southampton,18,Law,31.8,100,3.15
10007158,University of Southampton,19,Politics and International Studies,28.3,100,3.11
10007158,University of Southampton,20,Social Work and Social Policy,43.09,100,3.53
10007158,University of Southampton,23,Education,22.4,100,3.13
10007158,University of Southampton,26,Modern Languages and Linguistics,21.5,100,3.13
10007158,University of Southampton,27,English Language and Literature,32.6,100,3.57
10007158,University of Southampton,28,History,38.8,100,3.42
10007158,University of Southampton,30,Philosophy,18,100,3.4
10007158,University of Southampton,32,"Art and Design: History, Practice and Theory",19.1,100,3.36
10007158,University of Southampton,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",13.8,100,3.31
10005700,SRUC,6,"Agriculture, Food and Veterinary Sciences",104.99,100,3.22
10007803,University of St Andrews,1,Clinical Medicine,30.7,100,3.17
10007803,University of St Andrews,4,"Psychology, Psychiatry and Neuroscience",32.1,100,3.43
10007803,University of St Andrews,5,Biological Sciences,59.1,100,3.22
10007803,University of St Andrews,7,Earth Systems and Environmental Sciences,20.9,100,3.55
10007803,University of St Andrews,8,Chemistry,40.28,100,3.55
10007803,University of St Andrews,9,Physics,40.8,100,3.53
10007803,University of St Andrews,10,Mathematical Sciences,42,100,3.42
10007803,University of St Andrews,11,Computer Science and Informatics,30.1,100,3.15
10007803,University of St Andrews,14,Geography and Environmental Studies,26,100,3.27
10007803,University of St Andrews,16,Economics and Econometrics,23.4,100,2.97
10007803,University of St Andrews,17,Business and Management Studies,33.5,100,3.23
10007803,University of St Andrews,19,Politics and International Studies,41.2,100,3.16
10007803,University of St Andrews,22,Anthropology and Development Studies,18.45,100,3.27
10007803,University of St Andrews,26,Modern Languages and Linguistics,45.5,100,3.23
10007803,University of St Andrews,27,English Language and Literature,33,100,3.43
10007803,University of St Andrews,28,History,50.6,100,3.42
10007803,University of St Andrews,29,Classics,22,100,3.1
10007803,University of St Andrews,30,Philosophy,18.6,100,3.28
10007803,University of St Andrews,31,Theology and Religious Studies,22.6,100,2.97
10007803,University of St Andrews,32,"Art and Design: History, Practice and Theory",23.2,100,3.69
10007803,University of St Andrews,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",10,100,3.06
10037449,University of St Mark & St John,23,Education,10.5,35,2.3
10037449,University of St Mark & St John,24,"Sport and Exercise Sciences, Leisure and Tourism",14,45,2.64
10007843,"St Mary's University, Twickenham",20,Social Work and Social Policy,17.52,100,2.17
10007843,"St Mary's University, Twickenham",24,"Sport and Exercise Sciences, Leisure and Tourism",18.5,30,3.2
10007843,"St Mary's University, Twickenham",27,English Language and Literature,14,90,2.81
10007843,"St Mary's University, Twickenham",31,Theology and Religious Studies,8.3,75,2.69
10007782,St. George's Hospital Medical School,1,Clinical Medicine,93.4,100,3.26
10007782,St. George's Hospital Medical School,2,"Public Health, Health Services and Primary Care",14.67,100,3.07
10006299,Staffordshire University,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",26.26,95,2.75
10006299,Staffordshire University,12,Engineering,18.4,100,2.84
10006299,Staffordshire University,15,Archaeology,9,100,2.65
10006299,Staffordshire University,17,Business and Management Studies,9.1,100,2.99
10006299,Staffordshire University,20,Social Work and Social Policy,18,100,2.55
10006299,Staffordshire University,32,"Art and Design: History, Practice and Theory",7.1,100,3.32
10006299,Staffordshire University,34,"Communication, Cultural and Media Studies, Library and Information Management",14.6,100,2.74
10007804,University of Stirling,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",58.61,100,3.14
10007804,University of Stirling,4,"Psychology, Psychiatry and Neuroscience",27.4,95,3.19
10007804,University of Stirling,6,"Agriculture, Food and Veterinary Sciences",29.83,95,3.27
10007804,University of Stirling,11,Computer Science and Informatics,18,100,2.8
10007804,University of Stirling,14,Geography and Environmental Studies,46.3,100,3.2
10007804,University of Stirling,17,Business and Management Studies,56.65,95,2.98
10007804,University of Stirling,18,Law,13.2,100,3.04
10007804,University of Stirling,19,Politics and International Studies,10,100,2.87
10007804,University of Stirling,20,Social Work and Social Policy,49.68,100,3.22
10007804,University of Stirling,23,Education,23.2,100,3.13
10007804,University of Stirling,24,"Sport and Exercise Sciences, Leisure and Tourism",26.8,100,3.02
10007804,University of Stirling,27,English Language and Literature,34.3,100,3.14
10007804,University of Stirling,28,History,22.2,100,3.16
10007804,University of Stirling,30,Philosophy,12.3,100,3
10007804,University of Stirling,34,"Communication, Cultural and Media Studies, Library and Information Management",18,95,3.17
10008010,Stranmillis University College,23,Education,11,25,2.03
10007805,University of Strathclyde,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",90.4,100,3.49
10007805,University of Strathclyde,8,Chemistry,34.4,100,3.41
10007805,University of Strathclyde,9,Physics,46.65,100,3.49
10007805,University of Strathclyde,10,Mathematical Sciences,33.1,100,3.23
10007805,University of Strathclyde,11,Computer Science and Informatics,31.8,100,3.21
10007805,University of Strathclyde,12,Engineering,220.2,100,3.3
10007805,University of Strathclyde,13,"Architecture, Built Environment and Planning",15,100,3.2
10007805,University of Strathclyde,17,Business and Management Studies,116.1,100,3.26
10007805,University of Strathclyde,18,Law,28,100,3.13
10007805,University of Strathclyde,19,Politics and International Studies,22,100,3.56
10007805,University of Strathclyde,20,Social Work and Social Policy,18,100,3.17
10007805,University of Strathclyde,23,Education,34,100,2.62
10007805,University of Strathclyde,27,English Language and Literature,25,100,3.41
10007805,University of Strathclyde,28,History,17.8,100,3.18
10014001,University of Suffolk,20,Social Work and Social Policy,14,100,2.69
10007159,University of Sunderland,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",29,20,2.87
10007159,University of Sunderland,11,Computer Science and Informatics,6.7,25,2.52
10007159,University of Sunderland,12,Engineering,5,30,2.64
10007159,University of Sunderland,20,Social Work and Social Policy,13,25,2.79
10007159,University of Sunderland,23,Education,8.7,15,2
10007159,University of Sunderland,24,"Sport and Exercise Sciences, Leisure and Tourism",8,25,2.43
10007159,University of Sunderland,27,English Language and Literature,6.92,85,3.01
10007159,University of Sunderland,32,"Art and Design: History, Practice and Theory",11.67,40,3.21
10007159,University of Sunderland,34,"Communication, Cultural and Media Studies, Library and Information Management",7.6,30,2.73
10007160,The University of Surrey,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",136.8,100,3.36
10007160,The University of Surrey,9,Physics,30.6,100,3.2
10007160,The University of Surrey,10,Mathematical Sciences,24,100,3.02
10007160,The University of Surrey,11,Computer Science and Informatics,22.5,100,3.26
10007160,The University of Surrey,12,Engineering,166.12,100,3.33
10007160,The University of Surrey,16,Economics and Econometrics,24.75,100,3.37
10007160,The University of Surrey,17,Business and Management Studies,53.55,100,3.33
10007160,The University of Surrey,18,Law,20,100,2.86
10007160,The University of Surrey,21,Sociology,25.3,100,3.22
10007160,The University of Surrey,23,Education,13.8,100,3.22
10007160,The University of Surrey,24,"Sport and Exercise Sciences, Leisure and Tourism",25.1,100,3.36
10007160,The University of Surrey,25,Area Studies,11,100,3.09
10007160,The University of Surrey,27,English Language and Literature,38.45,100,3.42
10007160,The University of Surrey,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",19.5,100,3.07
10007806,University of Sussex,1,Clinical Medicine,19.2,100,2.91
10007806,University of Sussex,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",63.9,50,3.22
10007806,University of Sussex,4,"Psychology, Psychiatry and Neuroscience",53.9,100,3.38
10007806,University of Sussex,5,Biological Sciences,63.8,100,3.28
10007806,University of Sussex,8,Chemistry,18.3,100,3.16
10007806,University of Sussex,9,Physics,42.7,100,3.35
10007806,University of Sussex,10,Mathematical Sciences,22,100,3.3
10007806,University of Sussex,11,Computer Science and Informatics,26.9,100,3.43
10007806,University of Sussex,12,Engineering,26.2,100,2.94
10007806,University of Sussex,14,Geography and Environmental Studies,32.05,100,3.38
10007806,University of Sussex,16,Economics and Econometrics,22.6,100,3.34
10007806,University of Sussex,17,Business and Management Studies,105.85,100,3.23
10007806,University of Sussex,18,Law,55.9,100,3.11
10007806,University of Sussex,19,Politics and International Studies,29.25,100,3.35
10007806,University of Sussex,20,Social Work and Social Policy,15,100,3.18
10007806,University of Sussex,21,Sociology,18.5,100,3.28
10007806,University of Sussex,22,Anthropology and Development Studies,26.8,100,3.33
10007806,University of Sussex,23,Education,20.6,100,3.44
10007806,University of Sussex,25,Area Studies,16,100,3.38
10007806,University of Sussex,27,English Language and Literature,39,100,3.52
10007806,University of Sussex,28,History,30.1,100,3.41
10007806,University of Sussex,30,Philosophy,12,100,3.22
10007806,University of Sussex,32,"Art and Design: History, Practice and Theory",9,100,3.58
10007806,University of Sussex,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",15,100,3.19
10007806,University of Sussex,34,"Communication, Cultural and Media Studies, Library and Information Management",45.1,100,3.42
10007855,Swansea University / Prifysgol Abertawe,2,"Public Health, Health Services and Primary Care",11.5,100,2.73
10007855,Swansea University / Prifysgol Abertawe,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",55.7,100,3.53
10007855,Swansea University / Prifysgol Abertawe,4,"Psychology, Psychiatry and Neuroscience",26.5,100,2.9
10007855,Swansea University / Prifysgol Abertawe,7,Earth Systems and Environmental Sciences,28,100,3.51
10007855,Swansea University / Prifysgol Abertawe,8,Chemistry,19.2,100,3.14
10007855,Swansea University / Prifysgol Abertawe,9,Physics,25.2,100,3.22
10007855,Swansea University / Prifysgol Abertawe,10,Mathematical Sciences,18.9,100,3.43
10007855,Swansea University / Prifysgol Abertawe,11,Computer Science and Informatics,32.9,100,3.22
10007855,Swansea University / Prifysgol Abertawe,12,Engineering,116.4,100,3.25
10007855,Swansea University / Prifysgol Abertawe,14,Geography and Environmental Studies,29.7,100,3.29
10007855,Swansea University / Prifysgol Abertawe,17,Business and Management Studies,53.05,100,3.05
10007855,Swansea University / Prifysgol Abertawe,18,Law,23.55,100,2.87
10007855,Swansea University / Prifysgol Abertawe,19,Politics and International Studies,20,100,2.88
10007855,Swansea University / Prifysgol Abertawe,20,Social Work and Social Policy,22.1,100,3.14
10007855,Swansea University / Prifysgol Abertawe,24,"Sport and Exercise Sciences, Leisure and Tourism",19,100,3.25
10007855,Swansea University / Prifysgol Abertawe,26,Modern Languages and Linguistics,17.5,100,3.03
10007855,Swansea University / Prifysgol Abertawe,27,English Language and Literature,24.2,100,3.4
10007855,Swansea University / Prifysgol Abertawe,28,History,34.25,100,3.09
10007161,Teesside University,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",60.5,30,2.92
10007161,Teesside University,4,"Psychology, Psychiatry and Neuroscience",18.3,40,2.17
10007161,Teesside University,12,Engineering,78.6,55,2.6
10007161,Teesside University,20,Social Work and Social Policy,34.7,40,2.6
10007161,Teesside University,32,"Art and Design: History, Practice and Theory",48,35,3.16
10008017,Trinity Laban Conservatoire of Music and Dance,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",12.6,100,2.92
10007858,University of Wales Trinity Saint David / Prifysgol Cymru Y Drindod Dewi Sant,4,"Psychology, Psychiatry and Neuroscience",4.9,100,1.39
10007858,University of Wales Trinity Saint David / Prifysgol Cymru Y Drindod Dewi Sant,23,Education,13.4,100,2.21
10007858,University of Wales Trinity Saint David / Prifysgol Cymru Y Drindod Dewi Sant,26,Modern Languages and Linguistics,11.9,100,2.94
10007858,University of Wales Trinity Saint David / Prifysgol Cymru Y Drindod Dewi Sant,31,Theology and Religious Studies,19.75,100,2.7
10007858,University of Wales Trinity Saint David / Prifysgol Cymru Y Drindod Dewi Sant,32,"Art and Design: History, Practice and Theory",18.2,100,2.5
10007807,University of Ulster,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",140.08,80,3.29
10007807,University of Ulster,4,"Psychology, Psychiatry and Neuroscience",31.4,90,3.03
10007807,University of Ulster,11,Computer Science and Informatics,69.6,100,3.12
10007807,University of Ulster,12,Engineering,39.6,95,3.29
10007807,University of Ulster,13,"Architecture, Built Environment and Planning",52.8,90,3.3
10007807,University of Ulster,14,Geography and Environmental Studies,19.6,90,3.16
10007807,University of Ulster,17,Business and Management Studies,34.4,80,3.21
10007807,University of Ulster,18,Law,14.7,95,3.28
10007807,University of Ulster,20,Social Work and Social Policy,28.8,50,3.31
10007807,University of Ulster,23,Education,11.2,50,3.13
10007807,University of Ulster,24,"Sport and Exercise Sciences, Leisure and Tourism",19.2,90,3.17
10007807,University of Ulster,26,Modern Languages and Linguistics,16.2,85,3.01
10007807,University of Ulster,27,English Language and Literature,12,100,3.06
10007807,University of Ulster,28,History,9,100,2.9
10007807,University of Ulster,32,"Art and Design: History, Practice and Theory",31.19,60,3.25
10007807,University of Ulster,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",15.8,95,3.07
10007807,University of Ulster,34,"Communication, Cultural and Media Studies, Library and Information Management",12.7,80,2.98
10007784,University College London,1,Clinical Medicine,344.18,100,3.57
10007784,University College London,2,"Public Health, Health Services and Primary Care",208.12,100,3.58
10007784,University College London,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",86.2,100,3.35
10007784,University College London,4,"Psychology, Psychiatry and Neuroscience",379.49,100,3.57
10007784,University College London,5,Biological Sciences,169.89,100,3.44
10007784,University College London,7,Earth Systems and Environmental Sciences,40.55,100,3.47
10007784,University College London,8,Chemistry,64.8,100,3.68
10007784,University College London,9,Physics,112.5,100,3.38
10007784,University College London,10,Mathematical Sciences,94.15,100,3.4
10007784,University College London,11,Computer Science and Informatics,100.2,100,3.75
10007784,University College London,12,Engineering,256.18,100,3.58
10007784,University College London,13,"Architecture, Built Environment and Planning",290.69,100,3.4
10007784,University College London,14,Geography and Environmental Studies,55.5,100,3.43
10007784,University College London,15,Archaeology,60.23,100,3.33
10007784,University College London,16,Economics and Econometrics,43.3,100,3.58
10007784,University College London,17,Business and Management Studies,38.6,100,3.41
10007784,University College London,18,Law,59.1,100,3.62
10007784,University College London,19,Politics and International Studies,42.8,100,3.5
10007784,University College London,20,Social Work and Social Policy,41.78,100,3.39
10007784,University College London,22,Anthropology and Development Studies,44.05,100,3.19
10007784,University College London,23,Education,316.97,100,3.49
10007784,University College London,25,Area Studies,47.35,100,3.44
10007784,University College London,25,Area Studies,12.3,100,3.69
10007784,University College London,26,Modern Languages and Linguistics,68.4,100,3.29
10007784,University College London,27,English Language and Literature,32,100,3.46
10007784,University College London,28,History,52.1,100,3.51
10007784,University College London,29,Classics,14.5,100,3.19
10007784,University College London,30,Philosophy,32.7,100,3.46
10007784,University College London,31,Theology and Religious Studies,10.2,100,3.2
10007784,University College London,32,"Art and Design: History, Practice and Theory",18.36,100,3.63
10007784,University College London,32,"Art and Design: History, Practice and Theory",20.3,100,3.33
10007784,University College London,34,"Communication, Cultural and Media Studies, Library and Information Management",19.6,100,3.33
10000936,University College of Osteopathy (The),3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",3.78,80,2.16
10006427,University for the Creative Arts,32,"Art and Design: History, Practice and Theory",46.7,25,3.06
10007163,The University of Warwick,1,Clinical Medicine,33.1,100,2.79
10007163,The University of Warwick,2,"Public Health, Health Services and Primary Care",65.72,100,3.27
10007163,The University of Warwick,4,"Psychology, Psychiatry and Neuroscience",28.9,100,3.35
10007163,The University of Warwick,5,Biological Sciences,62,100,3.22
10007163,The University of Warwick,8,Chemistry,46.8,100,3.51
10007163,The University of Warwick,9,Physics,79.2,100,3.44
10007163,The University of Warwick,10,Mathematical Sciences,131.5,100,3.64
10007163,The University of Warwick,11,Computer Science and Informatics,41.6,100,3.75
10007163,The University of Warwick,12,Engineering,129.9,100,3.37
10007163,The University of Warwick,16,Economics and Econometrics,55.15,100,3.68
10007163,The University of Warwick,17,Business and Management Studies,158.15,100,3.51
10007163,The University of Warwick,18,Law,47,100,3.41
10007163,The University of Warwick,19,Politics and International Studies,62.3,100,3.42
10007163,The University of Warwick,21,Sociology,36.8,100,3.29
10007163,The University of Warwick,23,Education,43.63,100,3.26
10007163,The University of Warwick,26,Modern Languages and Linguistics,42,100,3.14
10007163,The University of Warwick,27,English Language and Literature,44.32,100,3.45
10007163,The University of Warwick,28,History,53.55,100,3.42
10007163,The University of Warwick,29,Classics,17.5,100,3.42
10007163,The University of Warwick,30,Philosophy,22.65,100,3.33
10007163,The University of Warwick,32,"Art and Design: History, Practice and Theory",11,100,3.4
10007163,The University of Warwick,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",39.63,100,3.52
10006566,The University of West London,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",15.8,80,2.79
10006566,The University of West London,11,Computer Science and Informatics,9.8,70,2.28
10006566,The University of West London,12,Engineering,14,90,2.32
10006566,The University of West London,20,Social Work and Social Policy,12.4,100,2.83
10006566,The University of West London,24,"Sport and Exercise Sciences, Leisure and Tourism",6.6,85,2.55
10006566,The University of West London,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",6.9,65,2.78
10006566,The University of West London,34,"Communication, Cultural and Media Studies, Library and Information Management",9.5,100,3.16
10007164,"University of the West of England, Bristol",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",41,15,3.13
10007164,"University of the West of England, Bristol",6,"Agriculture, Food and Veterinary Sciences",14.2,45,2.75
10007164,"University of the West of England, Bristol",11,Computer Science and Informatics,28.6,35,2.86
10007164,"University of the West of England, Bristol",12,Engineering,42.6,40,2.91
10007164,"University of the West of England, Bristol",13,"Architecture, Built Environment and Planning",64.65,45,3.12
10007164,"University of the West of England, Bristol",17,Business and Management Studies,50.5,25,2.76
10007164,"University of the West of England, Bristol",18,Law,6,10,3.12
10007164,"University of the West of England, Bristol",20,Social Work and Social Policy,41.5,40,2.92
10007164,"University of the West of England, Bristol",23,Education,7,10,2.96
10007164,"University of the West of England, Bristol",27,English Language and Literature,15.7,75,2.83
10007164,"University of the West of England, Bristol",28,History,9,80,2.45
10007164,"University of the West of England, Bristol",32,"Art and Design: History, Practice and Theory",21.5,25,2.95
10007164,"University of the West of England, Bristol",34,"Communication, Cultural and Media Studies, Library and Information Management",30,55,3.18
10007800,University of the West of Scotland,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",32.5,20,2.78
10007800,University of the West of Scotland,7,Earth Systems and Environmental Sciences,12.4,75,2.81
10007800,University of the West of Scotland,9,Physics,8,75,3.02
10007800,University of the West of Scotland,11,Computer Science and Informatics,25,55,2.63
10007800,University of the West of Scotland,12,Engineering,34,95,2.46
10007800,University of the West of Scotland,17,Business and Management Studies,34.2,50,2.14
10007800,University of the West of Scotland,20,Social Work and Social Policy,64.9,80,2.27
10007800,University of the West of Scotland,23,Education,18.7,40,2.27
10007800,University of the West of Scotland,24,"Sport and Exercise Sciences, Leisure and Tourism",26.1,65,2.84
10007800,University of the West of Scotland,34,"Communication, Cultural and Media Studies, Library and Information Management",16.6,45,2.35
10007165,The University of Westminster,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",51.2,75,2.95
10007165,The University of Westminster,4,"Psychology, Psychiatry and Neuroscience",19.8,65,2.75
10007165,The University of Westminster,11,Computer Science and Informatics,21.4,40,2.7
10007165,The University of Westminster,13,"Architecture, Built Environment and Planning",63.6,75,3.02
10007165,The University of Westminster,17,Business and Management Studies,47.35,25,2.94
10007165,The University of Westminster,18,Law,31.9,60,2.75
10007165,The University of Westminster,19,Politics and International Studies,21.8,80,3.04
10007165,The University of Westminster,20,Social Work and Social Policy,18.5,95,2.9
10007165,The University of Westminster,26,Modern Languages and Linguistics,21.9,65,2.72
10007165,The University of Westminster,27,English Language and Literature,28.8,100,3.35
10007165,The University of Westminster,28,History,8.6,100,2.52
10007165,The University of Westminster,32,"Art and Design: History, Practice and Theory",33.3,35,3.61
10007165,The University of Westminster,34,"Communication, Cultural and Media Studies, Library and Information Management",24.93,65,3.21
10003614,University of Winchester,4,"Psychology, Psychiatry and Neuroscience",28.83,100,2.28
10003614,University of Winchester,15,Archaeology,9.8,100,2.2
10003614,University of Winchester,17,Business and Management Studies,14.06,100,2.58
10003614,University of Winchester,18,Law,3,100,2.05
10003614,University of Winchester,19,Politics and International Studies,5,100,2.47
10003614,University of Winchester,20,Social Work and Social Policy,12.8,100,2.29
10003614,University of Winchester,23,Education,21.5,100,2.64
10003614,University of Winchester,24,"Sport and Exercise Sciences, Leisure and Tourism",9.2,100,2.56
10003614,University of Winchester,27,English Language and Literature,7.75,100,2.56
10003614,University of Winchester,28,History,17.75,100,2.65
10003614,University of Winchester,31,Theology and Religious Studies,8.4,100,2.86
10003614,University of Winchester,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",11.6,100,2.86
10003614,University of Winchester,34,"Communication, Cultural and Media Studies, Library and Information Management",14.15,100,2.79
10007166,University of Wolverhampton,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",47.5,25,2.66
10007166,University of Wolverhampton,4,"Psychology, Psychiatry and Neuroscience",18.5,65,2.37
10007166,University of Wolverhampton,11,Computer Science and Informatics,11,35,2.01
10007166,University of Wolverhampton,12,Engineering,29.1,70,2.49
10007166,University of Wolverhampton,13,"Architecture, Built Environment and Planning",19.2,50,2.55
10007166,University of Wolverhampton,17,Business and Management Studies,16,30,2.6
10007166,University of Wolverhampton,18,Law,12,35,2.75
10007166,University of Wolverhampton,20,Social Work and Social Policy,15.3,40,2.26
10007166,University of Wolverhampton,23,Education,24.6,25,2.08
10007166,University of Wolverhampton,24,"Sport and Exercise Sciences, Leisure and Tourism",13.32,40,2.79
10007166,University of Wolverhampton,25,Area Studies,11.3,100,3.1
10007166,University of Wolverhampton,26,Modern Languages and Linguistics,9.7,50,2.73
10007166,University of Wolverhampton,27,English Language and Literature,9.5,75,3.2
10007166,University of Wolverhampton,28,History,19.8,95,2.62
10007166,University of Wolverhampton,32,"Art and Design: History, Practice and Theory",12.5,30,2.91
10007166,University of Wolverhampton,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",16,50,2.2
10007166,University of Wolverhampton,34,"Communication, Cultural and Media Studies, Library and Information Management",11,90,2.88
10007139,University of Worcester,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",19.28,25,2.61
10007139,University of Worcester,4,"Psychology, Psychiatry and Neuroscience",10.8,70,2.3
10007139,University of Worcester,5,Biological Sciences,13.32,65,2.06
10007139,University of Worcester,14,Geography and Environmental Studies,10.2,85,2.26
10007139,University of Worcester,17,Business and Management Studies,15.2,65,2.24
10007139,University of Worcester,20,Social Work and Social Policy,11.3,65,2.39
10007139,University of Worcester,23,Education,16.75,30,2.03
10007139,University of Worcester,24,"Sport and Exercise Sciences, Leisure and Tourism",18,45,2.5
10007139,University of Worcester,27,English Language and Literature,14.9,95,2.51
10007139,University of Worcester,28,History,3.5,65,2.95
10007139,University of Worcester,32,"Art and Design: History, Practice and Theory",7.3,60,2.26
10007139,University of Worcester,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",7.8,75,1.88
10007167,University of York,2,"Public Health, Health Services and Primary Care",92.08,100,3.5
10007167,University of York,4,"Psychology, Psychiatry and Neuroscience",39.25,100,3.53
10007167,University of York,5,Biological Sciences,69.4,100,3.5
10007167,University of York,7,Earth Systems and Environmental Sciences,34.9,100,3.5
10007167,University of York,8,Chemistry,56.8,100,3.6
10007167,University of York,9,Physics,59.9,100,3.49
10007167,University of York,10,Mathematical Sciences,47.08,100,3.4
10007167,University of York,11,Computer Science and Informatics,44.4,100,3.62
10007167,University of York,12,Engineering,28.2,100,3.29
10007167,University of York,15,Archaeology,28.89,100,3.42
10007167,University of York,16,Economics and Econometrics,38,100,3.29
10007167,University of York,17,Business and Management Studies,59.7,100,3.24
10007167,University of York,18,Law,27.3,100,3.2
10007167,University of York,19,Politics and International Studies,41.8,100,3.37
10007167,University of York,20,Social Work and Social Policy,34.01,100,3.37
10007167,University of York,21,Sociology,25.43,100,3.47
10007167,University of York,23,Education,30.6,100,3.53
10007167,University of York,26,Modern Languages and Linguistics,19.45,100,3.65
10007167,University of York,27,English Language and Literature,42.8,100,3.59
10007167,University of York,28,History,45.4,100,3.42
10007167,University of York,30,Philosophy,17.57,100,3.49
10007167,University of York,32,"Art and Design: History, Practice and Theory",17.83,100,3.59
10007167,University of York,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",18.2,100,3.29
10007167,University of York,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",27,100,3.35
